PGM_PO_NUMBER,PRD_LVL_NUMBER,NEW_FOB
2672270,73519379,4.23
2672270,73519386,4.23
2672270,73519393,4.23
2672270,73519409,4.23
2672270,73519416,4.23
2672270,73519423,4.23
2672282,73519379,4.23
2672282,73519386,4.23
2672282,73519393,4.23
2672282,73519409,4.23
2672282,73519416,4.23
2672282,73519423,4.23
2672291,73519379,4.23
2672291,73519386,4.23
2672291,73519393,4.23
2672291,73519409,4.23
2672291,73519416,4.23
2672291,73519423,4.23
2672263,73525639,5.85
2672262,73525622,5.85
2672149,73523178,3.04
2672150,73523161,3.21
2672151,73525011,3.04
2672152,73525028,3.21
2672264,73520986,5.5
2672265,73520979,5.5
2672266,73520962,5.5
2672145,73523505,2.65
2672146,73523512,2.71
2672147,73523529,2.65
2672142,73521525,1.35
2672156,73521525,1.35
2674993,73521525,1.35
2672141,73521501,1.28
2672155,73521501,1.28
2672172,73521501,1.28
2672140,73521518,1.28
2672153,73521518,1.28
2672154,73521518,1.28
2672143,73526117,1.65
2672139,73526124,1.6
2672144,73526131,1.65
2672128,73528685,4.95
2677493,73542339,2.87
2677493,73542346,2.87
2677493,73542353,2.87
2677493,73542360,2.87
2677493,73542377,2.87
2677496,73542339,2.87
2677496,73542346,2.87
2677496,73542353,2.87
2677496,73542360,2.87
2677496,73542377,2.87
2677500,73542339,2.87
2677500,73542346,2.87
2677500,73542353,2.87
2677500,73542360,2.87
2677500,73542377,2.87
2677504,73542339,2.87
2677504,73542346,2.87
2677504,73542353,2.87
2677504,73542360,2.87
2677504,73542377,2.87
2677508,73542339,2.87
2677508,73542346,2.87
2677508,73542353,2.87
2677508,73542360,2.87
2677508,73542377,2.87
2677512,73542339,2.87
2677512,73542346,2.87
2677512,73542353,2.87
2677512,73542360,2.87
2677512,73542377,2.87
2677516,73542339,2.87
2677516,73542346,2.87
2677516,73542353,2.87
2677516,73542360,2.87
2677516,73542377,2.87
2677520,73542339,2.87
2677520,73542346,2.87
2677520,73542353,2.87
2677520,73542360,2.87
2677520,73542377,2.87
2677523,73542339,2.87
2677523,73542346,2.87
2677523,73542353,2.87
2677523,73542360,2.87
2677523,73542377,2.87
2677494,73542254,2.87
2677494,73542261,2.87
2677494,73542278,2.87
2677494,73542285,2.87
2677494,73542292,2.87
2677497,73542254,2.87
2677497,73542261,2.87
2677497,73542278,2.87
2677497,73542285,2.87
2677497,73542292,2.87
2677501,73542254,2.87
2677501,73542261,2.87
2677501,73542278,2.87
2677501,73542285,2.87
2677501,73542292,2.87
2677505,73542254,2.87
2677505,73542261,2.87
2677505,73542278,2.87
2677505,73542285,2.87
2677505,73542292,2.87
2677509,73542254,2.87
2677509,73542261,2.87
2677509,73542278,2.87
2677509,73542285,2.87
2677509,73542292,2.87
2677513,73542254,2.87
2677513,73542261,2.87
2677513,73542278,2.87
2677513,73542285,2.87
2677513,73542292,2.87
2677517,73542254,2.87
2677517,73542261,2.87
2677517,73542278,2.87
2677517,73542285,2.87
2677517,73542292,2.87
2677521,73542254,2.87
2677521,73542261,2.87
2677521,73542278,2.87
2677521,73542285,2.87
2677521,73542292,2.87
2677492,73542414,2.87
2677492,73542421,2.87
2677492,73542438,2.87
2677492,73542445,2.87
2677492,73542452,2.87
2677495,73542414,2.87
2677495,73542421,2.87
2677495,73542438,2.87
2677495,73542445,2.87
2677495,73542452,2.87
2677499,73542414,2.87
2677499,73542421,2.87
2677499,73542438,2.87
2677499,73542445,2.87
2677499,73542452,2.87
2677503,73542414,2.87
2677503,73542421,2.87
2677503,73542438,2.87
2677503,73542445,2.87
2677503,73542452,2.87
2677507,73542414,2.87
2677507,73542421,2.87
2677507,73542438,2.87
2677507,73542445,2.87
2677507,73542452,2.87
2677511,73542414,2.87
2677511,73542421,2.87
2677511,73542438,2.87
2677511,73542445,2.87
2677511,73542452,2.87
2677515,73542414,2.87
2677515,73542421,2.87
2677515,73542438,2.87
2677515,73542445,2.87
2677515,73542452,2.87
2677519,73542414,2.87
2677519,73542421,2.87
2677519,73542438,2.87
2677519,73542445,2.87
2677519,73542452,2.87
2677911,73542414,2.87
2677911,73542421,2.87
2677911,73542438,2.87
2677911,73542445,2.87
2677911,73542452,2.87
2677525,73542414,2.87
2677525,73542421,2.87
2677525,73542438,2.87
2677525,73542445,2.87
2677525,73542452,2.87
2677491,73542490,2.87
2677491,73542506,2.87
2677491,73542513,2.87
2677491,73542520,2.87
2677491,73542537,2.87
2677485,73542490,2.87
2677485,73542506,2.87
2677485,73542513,2.87
2677485,73542520,2.87
2677485,73542537,2.87
2677498,73542490,2.87
2677498,73542506,2.87
2677498,73542513,2.87
2677498,73542520,2.87
2677498,73542537,2.87
2677502,73542490,2.87
2677502,73542506,2.87
2677502,73542513,2.87
2677502,73542520,2.87
2677502,73542537,2.87
2677506,73542490,2.87
2677506,73542506,2.87
2677506,73542513,2.87
2677506,73542520,2.87
2677506,73542537,2.87
2677510,73542490,2.87
2677510,73542506,2.87
2677510,73542513,2.87
2677510,73542520,2.87
2677510,73542537,2.87
2677514,73542490,2.87
2677514,73542506,2.87
2677514,73542513,2.87
2677514,73542520,2.87
2677514,73542537,2.87
2677518,73542490,2.87
2677518,73542506,2.87
2677518,73542513,2.87
2677518,73542520,2.87
2677518,73542537,2.87
2677522,73542490,2.87
2677522,73542506,2.87
2677522,73542513,2.87
2677522,73542520,2.87
2677522,73542537,2.87
2677524,73542490,2.87
2677524,73542506,2.87
2677524,73542513,2.87
2677524,73542520,2.87
2677524,73542537,2.87
2674958,73558163,3.18
2674958,73558170,3.18
2674958,73558187,3.18
2674958,73558194,3.18
2674958,73558200,3.18
2674967,73558163,3.18
2674967,73558170,3.18
2674967,73558187,3.18
2674967,73558194,3.18
2674967,73558200,3.18
2674974,73558163,3.18
2674974,73558170,3.18
2674974,73558187,3.18
2674974,73558194,3.18
2674974,73558200,3.18
2674978,73558163,3.18
2674978,73558170,3.18
2674978,73558187,3.18
2674978,73558194,3.18
2674978,73558200,3.18
2674980,73558163,3.18
2674980,73558170,3.18
2674980,73558187,3.18
2674980,73558194,3.18
2674980,73558200,3.18
2674962,73558248,3.09
2674962,73558255,3.09
2674962,73558262,3.09
2674962,73558279,3.09
2674962,73558286,3.09
2674973,73558248,3.09
2674973,73558255,3.09
2674973,73558262,3.09
2674973,73558279,3.09
2674973,73558286,3.09
2674981,73558248,3.09
2674981,73558255,3.09
2674981,73558262,3.09
2674981,73558279,3.09
2674981,73558286,3.09
2674964,73540519,3.69
2674964,73540526,3.69
2674964,73540533,3.69
2674964,73540540,3.69
2674964,73540557,3.69
2674976,73540519,3.69
2674976,73540526,3.69
2674976,73540533,3.69
2674976,73540540,3.69
2674976,73540557,3.69
2674982,73540519,3.69
2674982,73540526,3.69
2674982,73540533,3.69
2674982,73540540,3.69
2674982,73540557,3.69
2674963,73540588,3.69
2674963,73540595,3.69
2674963,73540601,3.69
2674963,73540618,3.69
2674963,73540625,3.69
2674975,73540588,3.69
2674975,73540595,3.69
2674975,73540601,3.69
2674975,73540618,3.69
2674975,73540625,3.69
2674957,73559184,2.69
2674957,73559191,2.69
2674957,73559207,2.69
2674957,73559214,2.69
2674957,73559221,2.69
2674966,73559184,2.69
2674966,73559191,2.69
2674966,73559207,2.69
2674966,73559214,2.69
2674966,73559221,2.69
2674972,73559184,2.69
2674972,73559191,2.69
2674972,73559207,2.69
2674972,73559214,2.69
2674972,73559221,2.69
2674979,73559184,2.69
2674979,73559191,2.69
2674979,73559207,2.69
2674979,73559214,2.69
2674979,73559221,2.69
2674956,73559115,2.69
2674956,73559122,2.69
2674956,73559139,2.69
2674956,73559146,2.69
2674956,73559153,2.69
2674961,73559115,2.69
2674961,73559122,2.69
2674961,73559139,2.69
2674961,73559146,2.69
2674961,73559153,2.69
2674965,73559115,2.69
2674965,73559122,2.69
2674965,73559139,2.69
2674965,73559146,2.69
2674965,73559153,2.69
2674968,73559115,2.69
2674968,73559122,2.69
2674968,73559139,2.69
2674968,73559146,2.69
2674968,73559153,2.69
2674971,73559115,2.69
2674971,73559122,2.69
2674971,73559139,2.69
2674971,73559146,2.69
2674971,73559153,2.69
2674977,73559115,2.69
2674977,73559122,2.69
2674977,73559139,2.69
2674977,73559146,2.69
2674977,73559153,2.69
2674959,73541967,3.54
2674959,73541974,3.54
2674959,73541981,3.54
2674959,73541998,3.54
2674959,73542001,3.54
2674969,73541967,3.54
2674969,73541974,3.54
2674969,73541981,3.54
2674969,73541998,3.54
2674969,73542001,3.54
2674960,73542032,3.24
2674960,73542049,3.24
